param,value
S0_0_0_0,435198
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,435198
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,435198
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,435198
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,435198
R0_0,3.288552103
R0_1,3.288552103
R0_2,3.288552103
R0_3,3.288552103
R0_4,3.288552103
Sample_0,0.0492331268
Sample_1,0.0492331268
Sample_2,0.0492331268
Sample_3,0.0492331268
Sample_4,0.0492331268
Recover_0,0.1264850297
Recover_1,0.1264850297
Recover_2,0.1264850297
Recover_3,0.1264850297
Recover_4,0.1264850297
Stop_time_0,9.9384560637
Time_of_interest_0,2.6464322371
nSampled_tips_0,235
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,435198
Total_S0_1,435198
Total_S0_2,435198
Total_S0_3,435198
Total_S0_4,435198
Infect_0,1.3278e-06
Infect_1,1.3278e-06
Infect_2,1.3278e-06
Infect_3,1.3278e-06
Infect_4,1.3278e-06
VisitDepart_0_0,0.0038757581
VisitDepart_0_1,0.0038757581
VisitDepart_0_2,0.0038757581
VisitDepart_0_3,0.0038757581
VisitDepart_0_4,0.0038757581
VisitDepart_1_0,0.0038757581
VisitDepart_1_1,0.0038757581
VisitDepart_1_2,0.0038757581
VisitDepart_1_3,0.0038757581
VisitDepart_1_4,0.0038757581
VisitDepart_2_0,0.0038757581
VisitDepart_2_1,0.0038757581
VisitDepart_2_2,0.0038757581
VisitDepart_2_3,0.0038757581
VisitDepart_2_4,0.0038757581
VisitDepart_3_0,0.0038757581
VisitDepart_3_1,0.0038757581
VisitDepart_3_2,0.0038757581
VisitDepart_3_3,0.0038757581
VisitDepart_3_4,0.0038757581
VisitDepart_4_0,0.0038757581
VisitDepart_4_1,0.0038757581
VisitDepart_4_2,0.0038757581
VisitDepart_4_3,0.0038757581
VisitDepart_4_4,0.0038757581
VisitReturn_0_0,0.963355174
VisitReturn_0_1,0.963355174
VisitReturn_0_2,0.963355174
VisitReturn_0_3,0.963355174
VisitReturn_0_4,0.963355174
VisitReturn_1_0,0.963355174
VisitReturn_1_1,0.963355174
VisitReturn_1_2,0.963355174
VisitReturn_1_3,0.963355174
VisitReturn_1_4,0.963355174
VisitReturn_2_0,0.963355174
VisitReturn_2_1,0.963355174
VisitReturn_2_2,0.963355174
VisitReturn_2_3,0.963355174
VisitReturn_2_4,0.963355174
VisitReturn_3_0,0.963355174
VisitReturn_3_1,0.963355174
VisitReturn_3_2,0.963355174
VisitReturn_3_3,0.963355174
VisitReturn_3_4,0.963355174
VisitReturn_4_0,0.963355174
VisitReturn_4_1,0.963355174
VisitReturn_4_2,0.963355174
VisitReturn_4_3,0.963355174
VisitReturn_4_4,0.963355174
VisitStationaryFreqs_0_0,0.9841621267
VisitStationaryFreqs_0_1,0.0039594683
VisitStationaryFreqs_0_2,0.0039594683
VisitStationaryFreqs_0_3,0.0039594683
VisitStationaryFreqs_0_4,0.0039594683
VisitStationaryFreqs_1_0,0.0039594683
VisitStationaryFreqs_1_1,0.9841621267
VisitStationaryFreqs_1_2,0.0039594683
VisitStationaryFreqs_1_3,0.0039594683
VisitStationaryFreqs_1_4,0.0039594683
VisitStationaryFreqs_2_0,0.0039594683
VisitStationaryFreqs_2_1,0.0039594683
VisitStationaryFreqs_2_2,0.9841621267
VisitStationaryFreqs_2_3,0.0039594683
VisitStationaryFreqs_2_4,0.0039594683
VisitStationaryFreqs_3_0,0.0039594683
VisitStationaryFreqs_3_1,0.0039594683
VisitStationaryFreqs_3_2,0.0039594683
VisitStationaryFreqs_3_3,0.9841621267
VisitStationaryFreqs_3_4,0.0039594683
VisitStationaryFreqs_4_0,0.0039594683
VisitStationaryFreqs_4_1,0.0039594683
VisitStationaryFreqs_4_2,0.0039594683
VisitStationaryFreqs_4_3,0.0039594683
VisitStationaryFreqs_4_4,0.9841621267
VisitApproxInfect_0_0,1.3068e-06
VisitApproxInfect_0_1,5.3e-09
VisitApproxInfect_0_2,5.3e-09
VisitApproxInfect_0_3,5.3e-09
VisitApproxInfect_0_4,5.3e-09
VisitApproxInfect_1_0,5.3e-09
VisitApproxInfect_1_1,1.3068e-06
VisitApproxInfect_1_2,5.3e-09
VisitApproxInfect_1_3,5.3e-09
VisitApproxInfect_1_4,5.3e-09
VisitApproxInfect_2_0,5.3e-09
VisitApproxInfect_2_1,5.3e-09
VisitApproxInfect_2_2,1.3068e-06
VisitApproxInfect_2_3,5.3e-09
VisitApproxInfect_2_4,5.3e-09
VisitApproxInfect_3_0,5.3e-09
VisitApproxInfect_3_1,5.3e-09
VisitApproxInfect_3_2,5.3e-09
VisitApproxInfect_3_3,1.3068e-06
VisitApproxInfect_3_4,5.3e-09
VisitApproxInfect_4_0,5.3e-09
VisitApproxInfect_4_1,5.3e-09
VisitApproxInfect_4_2,5.3e-09
VisitApproxInfect_4_3,5.3e-09
VisitApproxInfect_4_4,1.3068e-06
StartState_0,3
StartState_1,3
actual_sim_time_0,1.6315383328
SampleCount_0,0.0
SampleCount_1,0.0
SampleCount_2,0.0
SampleCount_3,0.0
SampleCount_4,0.0
total_sampled_0,0.0
num_sampled_per_capita_0,0.0
num_sampled_per_capita_1,0.0
num_sampled_per_capita_2,0.0
num_sampled_per_capita_3,0.0
num_sampled_per_capita_4,0.0
Prevalence_0,0.0
Prevalence_1,0.0
Prevalence_2,0.0
Prevalence_3,1.0
Prevalence_4,0.0
per_capita_prevalence_at_t_0,0.0
per_capita_prevalence_at_t_1,0.0
per_capita_prevalence_at_t_2,0.0
per_capita_prevalence_at_t_3,2.2978e-06
per_capita_prevalence_at_t_4,0.0
final_Susceptible_0_0_0,435198.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_0_3_0,0.0
final_Susceptible_0_4_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,435198.0
final_Susceptible_1_2_0,0.0
final_Susceptible_1_3_0,0.0
final_Susceptible_1_4_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,435198.0
final_Susceptible_2_3_0,0.0
final_Susceptible_2_4_0,0.0
final_Susceptible_3_0_0,0.0
final_Susceptible_3_1_0,0.0
final_Susceptible_3_2_0,0.0
final_Susceptible_3_3_0,435198.0
final_Susceptible_3_4_0,0.0
final_Susceptible_4_0_0,0.0
final_Susceptible_4_1_0,0.0
final_Susceptible_4_2_0,0.0
final_Susceptible_4_3_0,0.0
final_Susceptible_4_4_0,435198.0
final_Contagious_0_0_0,0.0
final_Contagious_0_1_0,0.0
final_Contagious_0_2_0,0.0
final_Contagious_0_3_0,0.0
final_Contagious_0_4_0,0.0
final_Contagious_1_0_0,0.0
final_Contagious_1_1_0,0.0
final_Contagious_1_2_0,0.0
final_Contagious_1_3_0,0.0
final_Contagious_1_4_0,0.0
final_Contagious_2_0_0,0.0
