param,value
S0_0_0_0,177554
S0_0_1_0,0
S0_0_2_0,0
S0_0_3_0,0
S0_0_4_0,0
S0_1_0_0,0
S0_1_1_0,177554
S0_1_2_0,0
S0_1_3_0,0
S0_1_4_0,0
S0_2_0_0,0
S0_2_1_0,0
S0_2_2_0,177554
S0_2_3_0,0
S0_2_4_0,0
S0_3_0_0,0
S0_3_1_0,0
S0_3_2_0,0
S0_3_3_0,177554
S0_3_4_0,0
S0_4_0_0,0
S0_4_1_0,0
S0_4_2_0,0
S0_4_3_0,0
S0_4_4_0,177554
R0_0,2.0936503855
R0_1,2.0936503855
R0_2,2.0936503855
R0_3,2.0936503855
R0_4,2.0936503855
Sample_0,0.0636166124
Sample_1,0.0636166124
Sample_2,0.0636166124
Sample_3,0.0636166124
Sample_4,0.0636166124
Recover_0,0.1676719595
Recover_1,0.1676719595
Recover_2,0.1676719595
Recover_3,0.1676719595
Recover_4,0.1676719595
Stop_time_0,9.265466157
Time_of_interest_0,53.6042643837
nSampled_tips_0,384
R2S_0,0.0
R2S_1,0.0
R2S_2,0.0
R2S_3,0.0
R2S_4,0.0
Total_S0_0,177554
Total_S0_1,177554
Total_S0_2,177554
Total_S0_3,177554
Total_S0_4,177554
Infect_0,2.7273e-06
Infect_1,2.7273e-06
Infect_2,2.7273e-06
Infect_3,2.7273e-06
Infect_4,2.7273e-06
VisitDepart_0_0,0.0030190465
VisitDepart_0_1,0.0030190465
VisitDepart_0_2,0.0030190465
VisitDepart_0_3,0.0030190465
VisitDepart_0_4,0.0030190465
VisitDepart_1_0,0.0030190465
VisitDepart_1_1,0.0030190465
VisitDepart_1_2,0.0030190465
VisitDepart_1_3,0.0030190465
VisitDepart_1_4,0.0030190465
VisitDepart_2_0,0.0030190465
VisitDepart_2_1,0.0030190465
VisitDepart_2_2,0.0030190465
VisitDepart_2_3,0.0030190465
VisitDepart_2_4,0.0030190465
VisitDepart_3_0,0.0030190465
VisitDepart_3_1,0.0030190465
VisitDepart_3_2,0.0030190465
VisitDepart_3_3,0.0030190465
VisitDepart_3_4,0.0030190465
VisitDepart_4_0,0.0030190465
VisitDepart_4_1,0.0030190465
VisitDepart_4_2,0.0030190465
VisitDepart_4_3,0.0030190465
VisitDepart_4_4,0.0030190465
VisitReturn_0_0,0.4100624589
VisitReturn_0_1,0.4100624589
VisitReturn_0_2,0.4100624589
VisitReturn_0_3,0.4100624589
VisitReturn_0_4,0.4100624589
VisitReturn_1_0,0.4100624589
VisitReturn_1_1,0.4100624589
VisitReturn_1_2,0.4100624589
VisitReturn_1_3,0.4100624589
VisitReturn_1_4,0.4100624589
VisitReturn_2_0,0.4100624589
VisitReturn_2_1,0.4100624589
VisitReturn_2_2,0.4100624589
VisitReturn_2_3,0.4100624589
VisitReturn_2_4,0.4100624589
VisitReturn_3_0,0.4100624589
VisitReturn_3_1,0.4100624589
VisitReturn_3_2,0.4100624589
VisitReturn_3_3,0.4100624589
VisitReturn_3_4,0.4100624589
VisitReturn_4_0,0.4100624589
VisitReturn_4_1,0.4100624589
VisitReturn_4_2,0.4100624589
VisitReturn_4_3,0.4100624589
VisitReturn_4_4,0.4100624589
VisitStationaryFreqs_0_0,0.9713928443
VisitStationaryFreqs_0_1,0.0071517889
VisitStationaryFreqs_0_2,0.0071517889
VisitStationaryFreqs_0_3,0.0071517889
VisitStationaryFreqs_0_4,0.0071517889
VisitStationaryFreqs_1_0,0.0071517889
VisitStationaryFreqs_1_1,0.9713928443
VisitStationaryFreqs_1_2,0.0071517889
VisitStationaryFreqs_1_3,0.0071517889
VisitStationaryFreqs_1_4,0.0071517889
VisitStationaryFreqs_2_0,0.0071517889
VisitStationaryFreqs_2_1,0.0071517889
VisitStationaryFreqs_2_2,0.9713928443
VisitStationaryFreqs_2_3,0.0071517889
VisitStationaryFreqs_2_4,0.0071517889
VisitStationaryFreqs_3_0,0.0071517889
VisitStationaryFreqs_3_1,0.0071517889
VisitStationaryFreqs_3_2,0.0071517889
VisitStationaryFreqs_3_3,0.9713928443
VisitStationaryFreqs_3_4,0.0071517889
VisitStationaryFreqs_4_0,0.0071517889
VisitStationaryFreqs_4_1,0.0071517889
VisitStationaryFreqs_4_2,0.0071517889
VisitStationaryFreqs_4_3,0.0071517889
VisitStationaryFreqs_4_4,0.9713928443
VisitApproxInfect_0_0,2.6492e-06
VisitApproxInfect_0_1,1.95e-08
VisitApproxInfect_0_2,1.95e-08
VisitApproxInfect_0_3,1.95e-08
VisitApproxInfect_0_4,1.95e-08
VisitApproxInfect_1_0,1.95e-08
VisitApproxInfect_1_1,2.6492e-06
VisitApproxInfect_1_2,1.95e-08
VisitApproxInfect_1_3,1.95e-08
VisitApproxInfect_1_4,1.95e-08
VisitApproxInfect_2_0,1.95e-08
VisitApproxInfect_2_1,1.95e-08
VisitApproxInfect_2_2,2.6492e-06
VisitApproxInfect_2_3,1.95e-08
VisitApproxInfect_2_4,1.95e-08
VisitApproxInfect_3_0,1.95e-08
VisitApproxInfect_3_1,1.95e-08
VisitApproxInfect_3_2,1.95e-08
VisitApproxInfect_3_3,2.6492e-06
VisitApproxInfect_3_4,1.95e-08
VisitApproxInfect_4_0,1.95e-08
VisitApproxInfect_4_1,1.95e-08
VisitApproxInfect_4_2,1.95e-08
VisitApproxInfect_4_3,1.95e-08
VisitApproxInfect_4_4,2.6492e-06
StartState_0,3
StartState_1,3
actual_sim_time_0,9.265466157
SampleCount_0,0.0
SampleCount_1,0.0
SampleCount_2,0.0
SampleCount_3,4.0
SampleCount_4,0.0
num_sampled_per_capita_0,0.0
num_sampled_per_capita_1,0.0
num_sampled_per_capita_2,0.0
num_sampled_per_capita_3,2.25284e-05
num_sampled_per_capita_4,0.0
Prevalence_0,1.0
Prevalence_1,0.0
Prevalence_2,0.0
Prevalence_3,18.0
Prevalence_4,0.0
per_capita_prevalence_at_t_0,5.6321e-06
per_capita_prevalence_at_t_1,0.0
per_capita_prevalence_at_t_2,0.0
per_capita_prevalence_at_t_3,0.0001013776
per_capita_prevalence_at_t_4,0.0
final_Susceptible_0_0_0,177554.0
final_Susceptible_0_1_0,0.0
final_Susceptible_0_2_0,0.0
final_Susceptible_0_3_0,0.0
final_Susceptible_0_4_0,0.0
final_Susceptible_1_0_0,0.0
final_Susceptible_1_1_0,177553.0
final_Susceptible_1_2_0,0.0
final_Susceptible_1_3_0,0.0
final_Susceptible_1_4_0,0.0
final_Susceptible_2_0_0,0.0
final_Susceptible_2_1_0,0.0
final_Susceptible_2_2_0,177554.0
final_Susceptible_2_3_0,0.0
final_Susceptible_2_4_0,0.0
final_Susceptible_3_0_0,0.0
final_Susceptible_3_1_0,0.0
final_Susceptible_3_2_0,0.0
final_Susceptible_3_3_0,177522.0
final_Susceptible_3_4_0,0.0
final_Susceptible_4_0_0,0.0
final_Susceptible_4_1_0,0.0
final_Susceptible_4_2_0,0.0
final_Susceptible_4_3_0,0.0
final_Susceptible_4_4_0,177554.0
final_Contagious_0_0_0,0.0
